x,y,z,u,v,dist,gsd,visible,change
733366.50,4051001.75,2476.95,3358,1761,657.9,0.173,1,stable
733367.50,4051001.75,2477.45,3357,1758,658.9,0.173,1,stable
733368.50,4051001.75,2477.99,3355,1755,659.9,0.173,1,stable
733369.50,4051001.75,2478.54,3354,1752,660.9,0.174,1,stable
733074.50,4051000.75,2437.60,4142,2079,383.9,0.101,1,stable
733075.50,4051000.75,2438.06,4138,2074,384.8,0.101,1,stable
733076.50,4051000.75,2438.06,4133,2073,385.7,0.101,1,stable
733077.50,4051000.75,2438.57,4128,2067,386.6,0.102,1,stable
733078.50,4051000.75,2439.05,4124,2062,387.4,0.102,1,stable
733088.50,4051000.75,2443.71,4079,2010,396.2,0.104,1,stable
733089.50,4051000.75,2443.98,4075,2007,397.1,0.104,1,stable
733091.50,4051000.75,2444.52,4066,2001,398.9,0.105,1,stable
733092.50,4051000.75,2444.89,4062,1997,399.8,0.105,1,stable
733093.50,4051000.75,2444.89,4058,1997,400.7,0.105,1,stable
733094.50,4051000.75,2445.00,4053,1996,401.6,0.106,1,stable
733104.50,4051000.75,2444.76,4012,1995,410.7,0.108,1,stable
733343.50,4051000.75,2467.36,3400,1815,635.8,0.167,1,stable
733344.50,4051000.75,2467.96,3398,1811,636.8,0.167,1,stable
733345.50,4051000.75,2468.48,3397,1808,637.7,0.168,1,stable
733366.50,4051000.75,2477.19,3364,1759,658.2,0.173,1,stable
733368.50,4051000.75,2478.12,3361,1754,660.1,0.173,1,stable
733369.50,4051000.75,2478.67,3360,1751,661.1,0.174,1,stable
733076.50,4050999.75,2438.38,4142,2070,386.1,0.101,1,stable
733077.50,4050999.75,2438.96,4138,2063,387.0,0.102,1,stable
733078.50,4050999.75,2439.47,4133,2057,387.8,0.102,1,stable
733091.50,4050999.75,2444.73,4075,1999,399.3,0.105,1,stable
733092.50,4050999.75,2445.18,4071,1994,400.2,0.105,1,stable
733093.50,4050999.75,2445.18,4067,1994,401.1,0.105,1,stable
733094.50,4050999.75,2445.43,4063,1991,402.0,0.106,1,stable
733095.50,4050999.75,2445.66,4058,1989,402.9,0.106,1,stable
733104.50,4050999.75,2445.40,4021,1989,411.1,0.108,1,stable
733105.50,4050999.75,2445.47,4017,1988,412.0,0.108,1,stable
733107.50,4050999.75,2445.73,4009,1985,413.8,0.109,1,stable
733345.50,4050999.75,2468.30,3403,1809,638.0,0.168,1,stable
733346.50,4050999.75,2468.84,3401,1806,639.0,0.168,1,stable
733347.50,4050999.75,2469.20,3399,1804,639.9,0.168,1,stable
733348.50,4050999.75,2469.20,3398,1804,640.9,0.168,1,stable
733369.50,4050999.75,2478.83,3365,1750,661.4,0.174,1,stable
733370.50,4050999.75,2479.34,3364,1748,662.4,0.174,1,stable
733076.50,4050998.75,2438.38,4152,2069,386.6,0.102,1,stable
733077.50,4050998.75,2438.96,4147,2063,387.4,0.102,1,stable
733078.50,4050998.75,2439.47,4143,2057,388.3,0.102,1,stable
733087.50,4050998.75,2443.80,4102,2010,396.2,0.104,1,stable
733092.50,4050998.75,2445.04,4080,1996,400.6,0.105,1,stable
733093.50,4050998.75,2445.38,4076,1992,401.5,0.106,1,stable
733094.50,4050998.75,2445.72,4072,1988,402.4,0.106,1,stable
733095.50,4050998.75,2445.88,4067,1987,403.3,0.106,1,stable
733096.50,4050998.75,2445.74,4063,1988,404.2,0.106,1,stable
733097.50,4050998.75,2445.63,4059,1988,405.1,0.106,1,stable
733099.50,4050998.75,2445.65,4050,1988,407.0,0.107,1,stable
733100.50,4050998.75,2445.69,4046,1987,407.9,0.107,1,stable
733101.50,4050998.75,2445.69,4042,1987,408.8,0.107,1,stable
733107.50,4050998.75,2446.12,4018,1981,414.2,0.109,1,stable
733108.50,4050998.75,2446.25,4014,1980,415.1,0.109,1,stable
733346.50,4050998.75,2468.86,3407,1806,639.2,0.168,1,stable
733347.50,4050998.75,2469.19,3405,1804,640.2,0.168,1,stable
733348.50,4050998.75,2469.19,3404,1804,641.2,0.168,1,stable
733349.50,4050998.75,2469.49,3402,1802,642.1,0.169,1,stable
733369.50,4050998.75,2478.83,3371,1750,661.7,0.174,1,stable
733370.50,4050998.75,2479.34,3369,1748,662.6,0.174,1,stable
733378.50,4050998.75,2483.87,3357,1723,670.5,0.176,1,stable
733379.50,4050998.75,2484.41,3356,1720,671.5,0.176,1,stable
733075.50,4050997.75,2438.16,4166,2072,386.1,0.101,1,stable
733076.50,4050997.75,2438.76,4161,2065,387.0,0.102,1,stable
733077.50,4050997.75,2439.40,4157,2058,387.8,0.102,1,stable
733078.50,4050997.75,2439.98,4152,2052,388.7,0.102,1,stable
733087.50,4050997.75,2443.87,4111,2009,396.6,0.104,1,stable
733088.50,4050997.75,2444.06,4107,2007,397.5,0.104,1,stable
733089.50,4050997.75,2444.31,4103,2004,398.4,0.105,1,stable
733094.50,4050997.75,2445.82,4081,1987,402.9,0.106,1,stable
733095.50,4050997.75,2446.02,4077,1985,403.8,0.106,1,stable
733096.50,4050997.75,2446.28,4072,1982,404.7,0.106,1,stable
733097.50,4050997.75,2446.45,4068,1980,405.6,0.107,1,stable
733105.50,4050997.75,2447.08,4035,1972,412.8,0.108,1,stable
733106.50,4050997.75,2447.02,4031,1973,413.7,0.109,1,stable
733107.50,4050997.75,2446.72,4026,1975,414.6,0.109,1,stable
733108.50,4050997.75,2446.66,4022,1976,415.5,0.109,1,stable
733371.50,4050997.75,2480.06,3373,1744,663.9,0.174,1,stable
733378.50,4050997.75,2483.76,3363,1724,670.8,0.176,1,stable
733493.50,4050997.75,2527.40,3217,1532,785.0,0.206,1,stable
733494.50,4050997.75,2528.16,3216,1529,786.0,0.207,1,stable
733075.50,4050996.75,2438.84,4176,2065,386.5,0.102,1,stable
733076.50,4050996.75,2439.37,4171,2059,387.4,0.102,1,stable
733077.50,4050996.75,2439.89,4166,2053,388.3,0.102,1,stable
733078.50,4050996.75,2440.46,4162,2047,389.1,0.102,1,stable
733086.50,4050996.75,2443.41,4125,2014,396.2,0.104,1,stable
733088.50,4050996.75,2443.87,4116,2008,398.0,0.105,1,stable
733089.50,4050996.75,2444.11,4112,2006,398.8,0.105,1,stable
733090.50,4050996.75,2444.40,4107,2002,399.7,0.105,1,stable
733091.50,4050996.75,2444.66,4103,2000,400.6,0.105,1,stable
733095.50,4050996.75,2445.91,4086,1986,404.2,0.106,1,stable
733096.50,4050996.75,2446.36,4081,1981,405.1,0.106,1,stable
733097.50,4050996.75,2446.58,4077,1979,406.0,0.107,1,stable
733106.50,4050996.75,2447.32,4039,1970,414.1,0.109,1,stable
733107.50,4050996.75,2447.01,4035,1972,415.0,0.109,0,stable
733108.50,4050996.75,2446.95,4031,1973,415.9,0.109,0,stable
733109.50,4050996.75,2446.91,4027,1973,416.8,0.110,1,stable
733371.50,4050996.75,2480.21,3379,1743,664.2,0.175,1,stable
733372.50,4050996.75,2481.23,3377,1737,665.2,0.175,1,stable
733374.50,4050996.75,2481.71,3374,1735,667.1,0.175,1,stable
733494.50,4050996.75,2527.92,3220,1530,786.2,0.207,1,stable
733495.50,4050996.75,2528.07,3219,1530,787.2,0.207,1,stable
733076.50,4050995.75,2439.66,4180,2056,387.8,0.102,1,stable
733077.50,4050995.75,2440.05,4176,2051,388.7,0.102,1,stable
733078.50,4050995.75,2440.54,4171,2046,389.6,0.102,1,stable
733085.50,4050995.75,2443.16,4139,2016,395.7,0.104,1,stable
733087.50,4050995.75,2443.66,4130,2011,397.5,0.104,1,stable
733088.50,4050995.75,2443.87,4125,2008,398.4,0.105,1,stable
733089.50,4050995.75,2443.77,4121,2009,399.3,0.105,1,stable
733090.50,4050995.75,2444.04,4116,2006,400.2,0.105,1,stable
733092.50,4050995.75,2444.48,4108,2001,402.0,0.106,1,stable
733093.50,4050995.75,2444.83,4103,1997,402.9,0.106,1,stable
733096.50,4050995.75,2446.36,4090,1981,405.5,0.107,1,stable
733097.50,4050995.75,2446.59,4086,1979,406.4,0.107,1,stable
733098.50,4050995.75,2446.91,4082,1975,407.3,0.107,1,stable
733107.50,4050995.75,2447.33,4044,1969,415.4,0.109,0,stable
733109.50,4050995.75,2447.17,4036,1970,417.2,0.110,1,stable
733110.50,4050995.75,2447.17,4032,1970,418.2,0.110,1,stable
733372.50,4050995.75,2481.29,3383,1737,665.4,0.175,1,stable
733373.50,4050995.75,2481.29,3382,1737,666.4,0.175,1,stable
733374.50,4050995.75,2481.79,3380,1734,667.4,0.175,1,stable
733375.50,4050995.75,2482.27,3378,1732,668.3,0.176,1,stable
733377.50,4050995.75,2483.25,3375,1727,670.3,0.176,1,stable
733495.50,4050995.75,2527.66,3224,1532,787.4,0.207,1,stable
733496.50,4050995.75,2527.64,3223,1532,788.4,0.207,1,stable
733505.50,4050995.75,2528.66,3213,1531,797.2,0.209,1,stable
733506.50,4050995.75,2528.66,3212,1532,798.2,0.210,0,stable
733507.50,4050995.75,2529.01,3211,1531,799.2,0.210,1,stable
733072.50,4050994.75,2438.38,4209,2071,384.8,0.101,1,stable
733073.50,4050994.75,2439.04,4204,2064,385.7,0.101,1,stable
733074.50,4050994.75,2439.46,4200,2059,386.5,0.102,1,stable
733075.50,4050994.75,2439.46,4195,2058,387.4,0.102,1,stable
733076.50,4050994.75,2439.76,4190,2055,388.3,0.102,1,stable
733077.50,4050994.75,2440.19,4185,2050,389.2,0.102,1,stable
733078.50,4050994.75,2440.61,4180,2045,390.0,0.102,1,stable
733087.50,4050994.75,2443.13,4139,2016,398.0,0.105,0,stable
733088.50,4050994.75,2443.48,4135,2012,398.8,0.105,1,stable
733089.50,4050994.75,2443.77,4130,2009,399.7,0.105,1,stable
733090.50,4050994.75,2444.04,4126,2006,400.6,0.105,1,stable
733093.50,4050994.75,2444.33,4112,2002,403.3,0.106,1,stable
733094.50,4050994.75,2444.81,4108,1997,404.2,0.106,1,stable
733095.50,4050994.75,2445.25,4104,1992,405.1,0.106,1,stable
733097.50,4050994.75,2446.33,4095,1981,406.8,0.107,1,stable
733098.50,4050994.75,2446.75,4091,1977,407.7,0.107,1,stable
733099.50,4050994.75,2447.11,4087,1973,408.6,0.107,1,stable
733105.50,4050994.75,2447.80,4061,1965,414.0,0.109,1,stable
733106.50,4050994.75,2447.80,4057,1965,414.9,0.109,1,stable
733370.50,4050994.75,2479.88,3392,1744,663.7,0.174,1,stable
733371.50,4050994.75,2480.42,3390,1742,664.7,0.175,1,stable
733372.50,4050994.75,2481.31,3389,1737,665.7,0.175,1,stable
733373.50,4050994.75,2481.31,3387,1737,666.6,0.175,1,stable
733374.50,4050994.75,2481.87,3386,1734,667.6,0.175,1,stable
733375.50,4050994.75,2482.37,3384,1731,668.6,0.176,1,stable
733376.50,4050994.75,2482.91,3383,1728,669.6,0.176,1,stable
733377.50,4050994.75,2483.38,3381,1726,670.6,0.176,1,stable
733381.50,4050994.75,2485.54,3375,1714,674.5,0.177,1,stable
733382.50,4050994.75,2485.54,3374,1715,675.5,0.177,1,stable
733504.50,4050994.75,2528.54,3219,1532,796.5,0.209,1,stable
733505.50,4050994.75,2528.54,3218,1532,797.4,0.210,1,stable
733506.50,4050994.75,2528.92,3217,1531,798.4,0.210,1,stable
733507.50,4050994.75,2529.25,3216,1529,799.4,0.210,0,stable
733072.50,4050993.75,2438.37,4219,2071,385.3,0.101,1,stable
733073.50,4050993.75,2439.09,4214,2063,386.1,0.101,1,stable
733076.50,4050993.75,2439.80,4199,2054,388.7,0.102,1,stable
733077.50,4050993.75,2440.21,4195,2049,389.6,0.102,1,stable
733078.50,4050993.75,2440.55,4190,2046,390.5,0.103,1,stable
733079.50,4050993.75,2440.92,4185,2041,391.4,0.103,1,stable
733088.50,4050993.75,2443.14,4144,2015,399.3,0.105,1,stable
733089.50,4050993.75,2443.45,4139,2012,400.2,0.105,1,stable
733090.50,4050993.75,2443.67,4135,2009,401.1,0.105,1,stable
733091.50,4050993.75,2443.84,4130,2007,402.0,0.106,1,stable
733092.50,4050993.75,2444.02,4126,2005,402.9,0.106,1,stable
733096.50,4050993.75,2445.46,4108,1990,406.4,0.107,1,stable
733097.50,4050993.75,2445.89,4104,1985,407.3,0.107,1,stable
733098.50,4050993.75,2446.31,4100,1981,408.2,0.107,1,stable
733099.50,4050993.75,2446.75,4095,1977,409.1,0.107,1,stable
733100.50,4050993.75,2446.75,4091,1976,410.0,0.108,1,stable
733371.50,4050993.75,2480.35,3396,1742,664.9,0.175,1,stable
733372.50,4050993.75,2481.29,3394,1737,665.9,0.175,1,stable
733373.50,4050993.75,2481.29,3393,1737,666.9,0.175,1,stable
733374.50,4050993.75,2481.84,3391,1734,667.9,0.176,1,stable
733381.50,4050993.75,2485.57,3380,1714,674.8,0.177,1,stable
733383.50,4050993.75,2486.05,3378,1712,676.7,0.178,1,stable
733505.50,4050993.75,2528.67,3223,1531,797.7,0.210,1,stable
733506.50,4050993.75,2529.34,3222,1529,798.7,0.210,1,stable
733507.50,4050993.75,2529.49,3220,1528,799.7,0.210,1,stable
733508.50,4050993.75,2529.76,3219,1527,800.7,0.210,1,stable
733509.50,4050993.75,2530.15,3218,1526,801.7,0.211,1,stable
733510.50,4050993.75,2530.56,3217,1525,802.7,0.211,1,stable
733079.50,4050992.75,2440.73,4194,2043,391.8,0.103,1,stable
733080.50,4050992.75,2441.08,4190,2039,392.7,0.103,1,stable
733081.50,4050992.75,2441.37,4185,2036,393.6,0.103,1,stable
733088.50,4050992.75,2442.73,4153,2019,399.8,0.105,1,stable
733089.50,4050992.75,2443.00,4148,2016,400.6,0.105,1,stable
733090.50,4050992.75,2443.24,4144,2014,401.5,0.106,1,stable
733091.50,4050992.75,2443.50,4139,2011,402.4,0.106,1,stable
733092.50,4050992.75,2443.64,4135,2009,403.3,0.106,0,stable
733093.50,4050992.75,2443.94,4130,2006,404.2,0.106,1,stable
733094.50,4050992.75,2444.36,4126,2001,405.1,0.106,1,stable
733095.50,4050992.75,2444.77,4122,1997,406.0,0.107,1,stable
733096.50,4050992.75,2445.46,4117,1990,406.8,0.107,1,stable
733097.50,4050992.75,2445.89,4113,1985,407.7,0.107,1,stable
733098.50,4050992.75,2446.31,4109,1981,408.6,0.107,1,stable
733099.50,4050992.75,2446.19,4104,1982,409.5,0.108,1,stable
733100.50,4050992.75,2446.19,4100,1982,410.4,0.108,1,stable
733101.50,4050992.75,2446.57,4096,1978,411.3,0.108,1,stable
733102.50,4050992.75,2446.94,4092,1974,412.2,0.108,1,stable
733109.50,4050992.75,2447.86,4062,1963,418.5,0.110,1,stable
733110.50,4050992.75,2447.81,4058,1964,419.4,0.110,1,stable
733381.50,4050992.75,2485.47,3386,1715,675.0,0.177,1,stable
733382.50,4050992.75,2485.47,3384,1715,676.0,0.178,1,stable
733383.50,4050992.75,2485.95,3383,1713,677.0,0.178,1,stable
733384.50,4050992.75,2486.76,3381,1708,678.0,0.178,1,stable
733507.50,4050992.75,2529.60,3225,1528,799.9,0.210,1,stable
733508.50,4050992.75,2529.92,3224,1527,800.9,0.210,1,stable
733509.50,4050992.75,2530.32,3223,1525,801.9,0.211,1,stable
733510.50,4050992.75,2530.65,3222,1524,802.9,0.211,1,stable
733511.50,4050992.75,2531.07,3221,1523,803.9,0.211,1,stable
733078.50,4050991.75,2440.13,4209,2050,391.4,0.103,1,stable
733079.50,4050991.75,2440.45,4204,2046,392.3,0.103,1,stable
733080.50,4050991.75,2440.72,4199,2043,393.2,0.103,1,stable
733081.50,4050991.75,2440.88,4194,2041,394.0,0.104,1,stable
733082.50,4050991.75,2441.15,4190,2037,394.9,0.104,1,stable
733090.50,4050991.75,2442.73,4153,2018,402.0,0.106,1,stable
733091.50,4050991.75,2443.04,4148,2015,402.9,0.106,1,stable
733092.50,4050991.75,2443.28,4144,2012,403.8,0.106,1,stable
733093.50,4050991.75,2443.57,4139,2009,404.7,0.106,1,stable
733094.50,4050991.75,2443.95,4135,2005,405.5,0.107,1,stable
733095.50,4050991.75,2444.33,4131,2001,406.4,0.107,1,stable
733096.50,4050991.75,2445.06,4126,1994,407.3,0.107,1,stable
733097.50,4050991.75,2445.42,4122,1990,408.2,0.107,1,stable
733098.50,4050991.75,2445.77,4118,1986,409.1,0.107,1,stable
733099.50,4050991.75,2446.19,4113,1982,410.0,0.108,1,stable
733100.50,4050991.75,2446.19,4109,1981,410.9,0.108,0,stable
733101.50,4050991.75,2446.57,4105,1978,411.7,0.108,1,stable
733102.50,4050991.75,2446.47,4100,1978,412.6,0.108,1,stable
733103.50,4050991.75,2446.90,4096,1974,413.5,0.109,1,stable
733110.50,4050991.75,2447.96,4067,1962,419.8,0.110,1,stable
733202.50,4050991.75,2434.08,3756,2053,505.0,0.133,1,stable
733381.50,4050991.75,2484.83,3391,1718,675.3,0.177,1,stable
733382.50,4050991.75,2485.37,3390,1716,676.3,0.178,1,stable
733383.50,4050991.75,2485.90,3388,1713,677.2,0.178,1,stable
733384.50,4050991.75,2486.77,3387,1708,678.2,0.178,1,stable
733385.50,4050991.75,2487.17,3385,1706,679.2,0.178,1,stable
733386.50,4050991.75,2487.69,3384,1703,680.2,0.179,1,stable
733509.50,4050991.75,2530.49,3228,1524,802.2,0.211,1,stable
733078.50,4050990.75,2439.93,4218,2052,391.9,0.103,1,stable
733079.50,4050990.75,2440.16,4213,2049,392.8,0.103,1,stable
733080.50,4050990.75,2440.33,4208,2047,393.6,0.103,1,stable
733081.50,4050990.75,2440.44,4204,2045,394.5,0.104,1,stable
733082.50,4050990.75,2440.64,4199,2042,395.4,0.104,1,stable
733083.50,4050990.75,2440.64,4194,2042,396.3,0.104,1,stable
733084.50,4050990.75,2440.89,4189,2039,397.2,0.104,1,stable
733085.50,4050990.75,2441.32,4185,2034,398.0,0.105,1,stable
733086.50,4050990.75,2441.59,4180,2031,398.9,0.105,1,stable
733089.50,4050990.75,2442.12,4166,2025,401.6,0.106,0,stable
733090.50,4050990.75,2442.39,4162,2022,402.5,0.106,1,stable
733091.50,4050990.75,2442.73,4157,2018,403.3,0.106,1,stable
733092.50,4050990.75,2443.00,4153,2015,404.2,0.106,1,stable
733093.50,4050990.75,2443.25,4148,2012,405.1,0.106,1,stable
733094.50,4050990.75,2443.53,4144,2009,406.0,0.107,1,stable
733095.50,4050990.75,2443.76,4140,2006,406.9,0.107,1,stable
733096.50,4050990.75,2444.55,4135,1998,407.8,0.107,1,stable
733097.50,4050990.75,2444.99,4131,1994,408.6,0.107,1,stable
733098.50,4050990.75,2445.26,4126,1991,409.5,0.108,1,stable
733099.50,4050990.75,2445.68,4122,1987,410.4,0.108,1,stable
733100.50,4050990.75,2445.68,4118,1986,411.3,0.108,0,stable
733101.50,4050990.75,2446.01,4113,1983,412.2,0.108,1,stable
733102.50,4050990.75,2446.47,4109,1978,413.1,0.109,1,stable
733103.50,4050990.75,2446.90,4105,1974,414.0,0.109,1,stable
733104.50,4050990.75,2447.27,4101,1970,414.9,0.109,1,stable
733352.50,4050990.75,2472.34,3443,1786,647.3,0.170,1,stable
733383.50,4050990.75,2485.95,3394,1713,677.5,0.178,1,stable
733385.50,4050990.75,2487.13,3391,1706,679.5,0.179,1,stable
733386.50,4050990.75,2487.64,3389,1704,680.5,0.179,1,stable
733387.50,4050990.75,2488.20,3388,1701,681.5,0.179,1,stable
733080.50,4050989.75,2440.11,4218,2049,394.1,0.104,1,stable
733081.50,4050989.75,2440.27,4213,2047,395.0,0.104,1,stable
733082.50,4050989.75,2440.45,4208,2044,395.9,0.104,1,stable
733083.50,4050989.75,2440.45,4203,2044,396.8,0.104,1,stable
733084.50,4050989.75,2440.62,4199,2042,397.6,0.104,0,stable
733085.50,4050989.75,2441.08,4194,2037,398.5,0.105,1,stable
733086.50,4050989.75,2441.33,4189,2034,399.4,0.105,1,stable
733090.50,4050989.75,2442.13,4171,2024,402.9,0.106,1,stable
733091.50,4050989.75,2442.44,4166,2021,403.8,0.106,1,stable
733092.50,4050989.75,2442.71,4162,2018,404.7,0.106,1,stable
733093.50,4050989.75,2442.97,4157,2015,405.6,0.107,1,stable
733094.50,4050989.75,2443.20,4153,2012,406.5,0.107,1,stable
733095.50,4050989.75,2443.44,4148,2010,407.3,0.107,1,stable
733096.50,4050989.75,2444.17,4144,2002,408.2,0.107,1,stable
733097.50,4050989.75,2444.69,4140,1997,409.1,0.107,1,stable
733098.50,4050989.75,2445.13,4135,1992,410.0,0.108,1,stable
733099.50,4050989.75,2445.33,4131,1990,410.9,0.108,1,stable
733100.50,4050989.75,2445.33,4127,1990,411.8,0.108,1,stable
733101.50,4050989.75,2445.57,4122,1987,412.6,0.108,0,stable
733102.50,4050989.75,2446.01,4118,1983,413.5,0.109,1,stable
733103.50,4050989.75,2446.46,4114,1978,414.4,0.109,1,stable
733104.50,4050989.75,2446.94,4110,1973,415.3,0.109,1,stable
733105.50,4050989.75,2447.23,4105,1970,416.2,0.109,1,stable
733351.50,4050989.75,2471.91,3450,1788,646.6,0.170,1,stable
733352.50,4050989.75,2472.34,3449,1786,647.5,0.170,1,stable
733353.50,4050989.75,2472.80,3447,1783,648.5,0.170,1,stable
733386.50,4050989.75,2487.63,3395,1704,680.7,0.179,1,stable
733387.50,4050989.75,2488.16,3393,1701,681.7,0.179,1,stable
733388.50,4050989.75,2488.66,3392,1698,682.7,0.179,1,stable
733389.50,4050989.75,2488.95,3390,1697,683.7,0.180,1,stable
733083.50,4050988.75,2440.38,4213,2044,397.2,0.104,1,stable
733084.50,4050988.75,2440.56,4208,2042,398.1,0.105,1,stable
733085.50,4050988.75,2440.93,4203,2038,399.0,0.105,1,stable
733086.50,4050988.75,2441.16,4198,2035,399.8,0.105,1,stable
733087.50,4050988.75,2441.37,4194,2033,400.7,0.105,1,stable
733088.50,4050988.75,2441.60,4189,2030,401.6,0.106,1,stable
733091.50,4050988.75,2442.06,4175,2024,404.3,0.106,1,stable
733092.50,4050988.75,2442.53,4171,2019,405.1,0.106,1,stable
733093.50,4050988.75,2442.72,4166,2017,406.0,0.107,1,stable
733094.50,4050988.75,2442.98,4162,2014,406.9,0.107,1,stable
733095.50,4050988.75,2443.24,4157,2011,407.8,0.107,1,stable
733096.50,4050988.75,2443.89,4153,2005,408.7,0.107,1,stable
733097.50,4050988.75,2444.24,4149,2001,409.5,0.108,1,stable
733098.50,4050988.75,2444.66,4144,1997,410.4,0.108,1,stable
733099.50,4050988.75,2444.66,4140,1996,411.3,0.108,1,stable
733100.50,4050988.75,2445.01,4135,1993,412.2,0.108,1,stable
733101.50,4050988.75,2445.36,4131,1989,413.1,0.109,1,stable
733102.50,4050988.75,2445.68,4127,1986,414.0,0.109,1,stable
733103.50,4050988.75,2446.17,4123,1981,414.9,0.109,1,stable
733104.50,4050988.75,2446.58,4118,1976,415.7,0.109,1,stable
733105.50,4050988.75,2446.87,4114,1973,416.6,0.109,1,stable
733106.50,4050988.75,2447.07,4110,1971,417.5,0.110,1,stable
733352.50,4050988.75,2472.06,3454,1787,647.8,0.170,1,stable
733353.50,4050988.75,2472.61,3453,1784,648.8,0.170,1,stable
733354.50,4050988.75,2473.06,3451,1782,649.8,0.171,1,stable
733388.50,4050988.75,2488.66,3397,1698,683.0,0.179,1,stable
733389.50,4050988.75,2489.02,3396,1697,684.0,0.180,1,stable
733390.50,4050988.75,2489.02,3394,1697,684.9,0.180,1,stable
733085.50,4050987.75,2440.85,4212,2039,399.4,0.105,1,stable
733086.50,4050987.75,2441.06,4208,2036,400.3,0.105,1,stable
733087.50,4050987.75,2441.32,4203,2033,401.2,0.105,1,stable
733088.50,4050987.75,2441.61,4198,2030,402.1,0.106,1,stable
733089.50,4050987.75,2441.81,4194,2028,402.9,0.106,1,stable
733092.50,4050987.75,2442.39,4180,2021,405.6,0.107,1,stable
733093.50,4050987.75,2442.68,4175,2017,406.5,0.107,1,stable
733094.50,4050987.75,2442.96,4171,2014,407.4,0.107,1,stable
733095.50,4050987.75,2443.11,4166,2013,408.2,0.107,1,stable
733096.50,4050987.75,2443.71,4162,2006,409.1,0.108,1,stable
733097.50,4050987.75,2444.02,4158,2003,410.0,0.108,1,stable
733098.50,4050987.75,2444.40,4153,1999,410.9,0.108,1,stable
733099.50,4050987.75,2444.40,4149,1999,411.8,0.108,1,stable
733100.50,4050987.75,2444.82,4144,1994,412.7,0.108,1,stable
733101.50,4050987.75,2445.10,4140,1991,413.5,0.109,1,stable
733102.50,4050987.75,2445.41,4136,1988,414.4,0.109,1,stable
733103.50,4050987.75,2445.86,4131,1983,415.3,0.109,1,stable
733104.50,4050987.75,2446.18,4127,1980,416.2,0.109,1,stable
733105.50,4050987.75,2446.55,4123,1976,417.1,0.110,1,stable
733106.50,4050987.75,2446.82,4119,1974,418.0,0.110,1,stable
733107.50,4050987.75,2447.42,4114,1968,418.9,0.110,1,stable
733207.50,4050987.75,2437.88,3771,2022,510.9,0.134,1,stable
733208.50,4050987.75,2437.98,3769,2021,511.8,0.134,1,stable
733209.50,4050987.75,2437.90,3766,2022,512.8,0.135,1,stable
733353.50,4050987.75,2472.48,3458,1785,649.1,0.171,1,stable
733354.50,4050987.75,2472.90,3457,1783,650.0,0.171,1,stable
733390.50,4050987.75,2489.13,3400,1696,685.2,0.180,1,stable
733391.50,4050987.75,2489.56,3398,1694,686.2,0.180,1,stable
733392.50,4050987.75,2489.94,3397,1692,687.2,0.181,1,stable
733086.50,4050986.75,2441.06,4217,2036,400.8,0.105,1,stable
733087.50,4050986.75,2441.32,4212,2033,401.6,0.106,1,stable
733088.50,4050986.75,2441.61,4207,2030,402.5,0.106,1,stable
733089.50,4050986.75,2441.81,4203,2027,403.4,0.106,1,stable
733090.50,4050986.75,2441.98,4198,2025,404.3,0.106,1,stable
733091.50,4050986.75,2441.98,4193,2025,405.2,0.106,1,stable
733094.50,4050986.75,2442.96,4180,2014,407.8,0.107,1,stable
733095.50,4050986.75,2443.11,4175,2012,408.7,0.107,1,stable
733096.50,4050986.75,2443.71,4171,2006,409.6,0.108,1,stable
733098.50,4050986.75,2444.40,4162,1999,411.3,0.108,1,stable
733099.50,4050986.75,2444.40,4158,1999,412.2,0.108,1,stable
733100.50,4050986.75,2444.82,4153,1994,413.1,0.109,1,stable
733101.50,4050986.75,2445.10,4149,1991,414.0,0.109,1,stable
733102.50,4050986.75,2445.41,4144,1988,414.9,0.109,1,stable
733103.50,4050986.75,2445.86,4140,1983,415.8,0.109,1,stable
733104.50,4050986.75,2446.18,4136,1980,416.6,0.109,1,stable
733105.50,4050986.75,2446.55,4132,1976,417.5,0.110,1,stable
733106.50,4050986.75,2446.82,4127,1973,418.4,0.110,1,stable
733107.50,4050986.75,2447.42,4123,1968,419.3,0.110,1,stable
733108.50,4050986.75,2447.42,4119,1967,420.2,0.110,1,stable
733208.50,4050986.75,2437.98,3776,2021,512.2,0.135,1,stable
733209.50,4050986.75,2437.90,3773,2022,513.1,0.135,1,stable
733210.50,4050986.75,2437.59,3770,2024,514.1,0.135,1,stable
733211.50,4050986.75,2437.37,3767,2025,515.0,0.135,1,stable
733212.50,4050986.75,2437.68,3765,2022,515.9,0.136,1,stable
733391.50,4050986.75,2489.56,3404,1694,686.4,0.180,1,stable
733392.50,4050986.75,2489.94,3402,1692,687.4,0.181,1,stable
733394.50,4050986.75,2490.63,3399,1689,689.4,0.181,1,stable
733089.50,4050985.75,2441.16,4212,2034,403.9,0.106,1,stable
733090.50,4050985.75,2441.43,4207,2031,404.8,0.106,1,stable
733091.50,4050985.75,2441.43,4202,2030,405.7,0.107,1,stable
733092.50,4050985.75,2441.93,4198,2025,406.5,0.107,0,stable
733093.50,4050985.75,2442.29,4193,2021,407.4,0.107,1,stable
733094.50,4050985.75,2442.63,4189,2017,408.3,0.107,1,stable
733097.50,4050985.75,2443.92,4175,2004,410.9,0.108,1,stable
733103.50,4050985.75,2445.59,4149,1986,416.2,0.109,1,stable
