sample_id,stratum,cls2012,cls2021,x,y,z,dist,u,v,row,col,m_per_px_horiz,m2_per_px,imgcls2012_centre,imgcls2021_centre,imgfrac_sasa_2012,imgfrac_sasa_2021,imgfrac_pine_2012,imgfrac_pine_2021,gcc_2012,gcc_2021,texture_2012,texture_2021,align_dx_px,align_dy_px,align_shift_px,figure,native_crop
loss_to_dwarfpine_28,loss_to_dwarfpine,1,7,733202.5,4050978.75,2439.27001953125,509.6663443406695,3896.9226628045303,2017.420826328859,1090,458,0.1328511034561216,0.125,5,5,0.032784645857523394,0.03790724677276142,0.2880267741274503,0.251212348883273,0.39440077543258667,0.3928426504135132,0.5122031569480896,0.38970687985420227,0.0,0.0,0.0,crops/loss_to_dwarfpine_28.png,crops_native/loss_to_dwarfpine_28_native.png
loss_to_dwarfpine_29,loss_to_dwarfpine,1,7,733324.5,4051316.75,2425.669921875,606.2761241723701,1434.0181995274356,2094.7771924222993,752,580,0.15803368809764437,nan,2,2,0.06393005942217062,0.026979031486920293,0.10839423536643672,0.10129089543063999,0.38400566577911377,0.3778637647628784,0.11371676623821259,0.1120106428861618,-1.0,0.0,1.0,crops/loss_to_dwarfpine_29.png,crops_native/loss_to_dwarfpine_29_native.png
loss_to_dwarfpine_30,loss_to_dwarfpine,1,7,733468.5,4051054.75,2504.18994140625,745.7203265402011,2976.385407363723,1635.8787809098694,1014,724,0.19438161721015101,nan,7,1,0.05546069257564374,0.02397377228331398,0.24608974796803498,0.22764838467317805,0.37955552339553833,0.3821243643760681,0.1014540046453476,0.0908370092511177,-1.0,0.0,1.0,crops/loss_to_dwarfpine_30.png,crops_native/loss_to_dwarfpine_30_native.png
loss_to_dwarfpine_31,loss_to_dwarfpine,1,7,733499.5,4051009.75,2530.590087890625,786.7180593181719,3165.8636640578925,1517.5189488509473,1059,755,0.20506820481639884,0.1875,7,7,0.039819684447783624,0.028959770507479,0.3002527149784851,0.3228604603510689,0.3844073414802551,0.3834857940673828,0.23658247292041779,0.21266882121562958,0.0,0.0,0.0,crops/loss_to_dwarfpine_31.png,crops_native/loss_to_dwarfpine_31_native.png
loss_to_dwarfpine_32,loss_to_dwarfpine,1,7,733244.5,4051274.75,2409.010009765625,520.8747110653455,1616.478261214369,2255.2626911947887,794,500,0.13577270874524539,nan,2,2,0.03797554811829793,0.03797554811829793,0.15436104091250596,0.1277235161532682,0.386641263961792,0.39290478825569153,0.07914964109659195,0.07280638813972473,-1.0,0.0,1.0,crops/loss_to_dwarfpine_32.png,crops_native/loss_to_dwarfpine_32_native.png
loss_to_dwarfpine_33,loss_to_dwarfpine,1,7,733075.5,4051116.75,2405.280029296875,350.79557006238747,3036.187120434858,2458.6605482581776,952,331,0.0914393879207311,nan,2,2,0.13475855474352844,0.12546957175056347,0.3253193087903832,0.22662386449013044,0.36148199439048767,0.37836411595344543,0.4308920204639435,0.42413562536239624,0.0,0.0,0.0,crops/loss_to_dwarfpine_33.png,crops_native/loss_to_dwarfpine_33_native.png
loss_to_dwarfpine_34,loss_to_dwarfpine,1,7,733423.5,4051473.75,2447.6298828125,748.7749701047078,659.0889764988599,1942.6649661523284,595,679,0.1951778494368146,0.125,7,7,0.002253944402704733,0.004712792842018988,0.6159415340482207,0.6028959770507479,0.3817268908023834,0.37882059812545776,0.0973065197467804,0.06584213674068451,1.0,0.0,1.0,crops/loss_to_dwarfpine_34.png,crops_native/loss_to_dwarfpine_34_native.png
loss_to_dwarfpine_35,loss_to_dwarfpine,1,7,733588.5,4051198.75,2554.929931640625,859.2533098736805,2247.6381733490957,1438.1740963825414,870,844,0.22397545302450192,0.125,7,7,0.008332764155453863,0.013250461034082372,0.42777132709514376,0.42913735400587394,0.38392138481140137,0.3798905313014984,0.10613252222537994,0.10820045322179794,0.0,0.0,0.0,crops/loss_to_dwarfpine_35.png,crops_native/loss_to_dwarfpine_35_native.png
loss_to_dwarfpine_36,loss_to_dwarfpine,1,7,733230.5,4051172.75,2385.5,501.2718705614929,2394.781760901812,2436.9640907793864,896,486,0.13066297564097268,0.1875,2,2,0.08995287207157981,0.07663410969196092,0.06918926302848166,0.1303189672836555,0.3983825147151947,0.395250529050827,0.1718292385339737,0.09967156499624252,-1.0,0.0,1.0,crops/loss_to_dwarfpine_36.png,crops_native/loss_to_dwarfpine_36_native.png
loss_to_dwarfpine_37,loss_to_dwarfpine,1,7,733421.5,4051266.75,2467.659912109375,692.2124764499226,1844.3134121708008,1823.1832565211414,802,677,0.1804341062414716,0.125,2,6,0.051567515880062836,0.049586776859504134,0.20285499624342598,0.20435762584522915,0.382092148065567,0.3809507489204407,0.15053920447826385,0.1562052220106125,0.0,0.0,0.0,crops/loss_to_dwarfpine_37.png,crops_native/loss_to_dwarfpine_37_native.png
loss_to_otherveg_01,loss_to_otherveg,1,2,733255.5,4051275.75,2413.340087890625,531.4297255051346,1623.7264208843987,2214.825054875865,793,511,0.1385240093380583,0.0625,7,1,0.04330305307014548,0.04125401270405027,0.2736151902192473,0.22655556314459394,0.3938840627670288,0.38974520564079285,0.12629856169223785,0.09265203028917313,-1.0,0.0,1.0,crops/loss_to_otherveg_01.png,crops_native/loss_to_otherveg_01_native.png
loss_to_otherveg_02,loss_to_otherveg,1,2,733079.5,4051086.75,2417.31005859375,359.64903960242066,3342.7045082977593,2314.9938545946097,982,335,0.09374715889848745,nan,2,2,0.042073628850488355,0.06912096168294515,0.09528037702342736,0.07260433030530701,0.37947723269462585,0.3823537826538086,0.17438854277133942,0.1387694925069809,-1.0,0.0,1.0,crops/loss_to_otherveg_02.png,crops_native/loss_to_otherveg_02_native.png
loss_to_otherveg_03,loss_to_otherveg,1,2,733195.5,4051280.75,2392.070068359375,476.36590418786346,1491.3266102142393,2439.945504245894,788,451,0.12417091440891674,nan,2,2,0.01188443412335223,0.0036882726589713816,0.009015777610818933,0.00034150672768253537,0.40011724829673767,0.3869307041168213,0.05855478346347809,0.09420697391033173,-2.0,0.0,2.0,crops/loss_to_otherveg_03.png,crops_native/loss_to_otherveg_03_native.png
loss_to_otherveg_04,loss_to_otherveg,1,2,733213.5,4051164.75,2387.030029296875,484.42420866967836,2460.5688962898043,2443.59774307999,904,469,0.1262714153626916,0.1875,7,6,0.09008947476265282,0.10033467659312889,0.04822074994877399,0.06809644149989755,0.4182373583316803,0.40004897117614746,0.2951984107494354,0.28103107213974,-3.0,2.0,3.605551275463989,crops/loss_to_otherveg_04.png,crops_native/loss_to_otherveg_04_native.png
loss_to_otherveg_05,loss_to_otherveg,1,2,733453.5,4051444.75,2461.47998046875,765.8766009740151,891.7784084706318,1862.5817862137949,624,709,0.19963561000333951,nan,2,2,0.0,0.00020490403660952122,0.1296359538282904,0.0956218837511099,0.3964499235153198,0.3970395624637604,0.042863693088293076,0.03213519603013992,0.0,0.0,0.0,crops/loss_to_otherveg_05.png,crops_native/loss_to_otherveg_05_native.png
loss_to_otherveg_06,loss_to_otherveg,1,2,733522.5,4051251.75,2518.56005859375,793.1792755858953,1980.4834401225244,1578.7180812398667,817,778,0.2067524041369291,nan,6,6,0.0026637524759237758,0.0006830134553650707,0.09261662454750359,0.07724882180178949,0.38776668906211853,0.38593602180480957,0.282778263092041,0.2010655552148819,0.0,1.0,1.0,crops/loss_to_otherveg_06.png,crops_native/loss_to_otherveg_06_native.png
loss_to_otherveg_07,loss_to_otherveg,1,2,733182.5,4051374.75,2394.360107421875,492.4949820646889,632.521148052826,2447.9400862466296,694,438,0.12837516649944467,0.0625,2,2,0.004029779386653917,0.01420667987159347,0.06270063520251348,0.039546479065637595,0.3670279383659363,0.3693031072616577,0.11803355067968369,0.13654980063438416,0.0,0.0,0.0,crops/loss_to_otherveg_07.png,crops_native/loss_to_otherveg_07_native.png
loss_to_otherveg_08,loss_to_otherveg,1,2,733069.5,4050918.75,2464.030029296875,424.7581365076921,5020.592119422455,1819.3301785968206,1150,325,0.11071868441698467,0.125,2,2,0.06031008810873574,0.0937777474216242,0.009630489720647497,0.0004781094187555495,0.38878852128982544,0.3912734091281891,0.05870451405644417,0.07103194296360016,-1.0,0.0,1.0,crops/loss_to_otherveg_08.png,crops_native/loss_to_otherveg_08_native.png
loss_to_otherveg_09,loss_to_otherveg,1,2,733414.5,4051281.75,2464.760009765625,687.2956592536434,1753.2906741160523,1839.578418944043,787,670,0.17915247444986734,nan,2,6,0.01796325387610136,0.023017553445802884,0.11563417799330647,0.13291441841404275,0.36834338307380676,0.3715992569923401,0.21784256398677826,0.26578155159950256,-1.0,0.0,1.0,crops/loss_to_otherveg_09.png,crops_native/loss_to_otherveg_09_native.png
loss_to_otherveg_10,loss_to_otherveg,1,2,733640.5,4051332.75,2541.110107421875,922.1110802485016,1678.0253255042949,1519.560309145045,736,896,0.2403601412579175,0.0625,2,2,0.0004781094187555495,0.0034150672768253534,0.29383238849805343,0.27313708080049176,0.3800642192363739,0.38323020935058594,0.09020514041185379,0.10915789008140564,0.0,0.0,0.0,crops/loss_to_otherveg_10.png,crops_native/loss_to_otherveg_10_native.png
loss_to_otherveg_11,loss_to_otherveg,1,2,732920.5,4051032.75,2442.469970703125,237.74897599283403,5059.903948490251,2183.769219189217,1036,176,0.06197233573872965,nan,2,2,0.0,0.0006147121098285637,6.830134553650706e-05,0.0,0.3828592002391815,0.3772401213645935,0.12679767608642578,0.08565399795770645,-1.0,1.0,1.4142135623730951,crops/loss_to_otherveg_11.png,crops_native/loss_to_otherveg_11_native.png
loss_to_otherveg_12,loss_to_otherveg,1,2,733523.5,4051100.75,2522.679931640625,795.2392254634116,2714.265804904542,1562.0194378682645,968,779,0.20728935663012613,nan,2,2,0.042141930196024864,0.03326275527627894,0.08735742094119255,0.07690731507410696,0.3891257643699646,0.38547152280807495,0.1079888641834259,0.102446548640728,0.0,0.0,0.0,crops/loss_to_otherveg_12.png,crops_native/loss_to_otherveg_12_native.png
loss_to_otherveg_13,loss_to_otherveg,1,2,733507.5,4051472.75,2479.300048828125,826.4954434604275,848.9749167927519,1772.7953722211946,596,763,0.2154366928175694,nan,7,7,0.0013660269107301415,0.00040980807321904243,0.18038385356191516,0.10156410081278601,0.38423481583595276,0.3855687379837036,0.13896013796329498,0.11743243038654327,0.0,1.0,1.0,crops/loss_to_otherveg_13.png,crops_native/loss_to_otherveg_13_native.png
loss_to_otherveg_14,loss_to_otherveg,1,2,733551.5,4051307.75,2523.360107421875,829.0978830342574,1725.9472733264915,1565.8856770888872,761,807,0.21611505224408487,nan,7,6,0.0006830134553650707,0.004781094187555495,0.47769961068233047,0.4518134007239943,0.37775561213493347,0.38210782408714294,0.14498239755630493,0.1283584088087082,0.0,0.0,0.0,crops/loss_to_otherveg_14.png,crops_native/loss_to_otherveg_14_native.png
loss_to_otherveg_15,loss_to_otherveg,1,2,733108.5,4050935.75,2457.570068359375,446.5780086030771,4625.898843757616,1880.2883662069196,1133,364,0.11640631538836725,0.125,2,2,0.00013660269107301413,0.000956218837511099,0.03619971313434875,0.03196502971108531,0.38950100541114807,0.3911183774471283,0.10409276187419891,0.12461856752634048,-1.0,1.0,1.4142135623730951,crops/loss_to_otherveg_15.png,crops_native/loss_to_otherveg_15_native.png
loss_to_otherveg_16,loss_to_otherveg,1,2,733485.5,4051474.75,2469.580078125,806.5118963852082,794.2400595346066,1821.0449892727884,594,741,0.21022772363726247,0.1875,2,2,0.0017758349839491839,0.0007513148009015778,0.28939280103818044,0.22491633085171778,0.38586583733558655,0.3791469931602478,0.05675029754638672,0.07538118958473206,0.0,1.0,1.0,crops/loss_to_otherveg_16.png,crops_native/loss_to_otherveg_16_native.png
loss_to_otherveg_17,loss_to_otherveg,1,2,733101.5,4051022.75,2435.389892578125,399.82450186126385,3892.4322621839874,2098.448202157141,1046,357,0.1042194110929143,0.0625,2,2,0.03797554811829793,0.04624001092821529,0.2213646608838194,0.20941192541493067,0.3983752429485321,0.3971332609653473,0.09672268480062485,0.10441923886537552,-1.0,0.0,1.0,crops/loss_to_otherveg_17.png,crops_native/loss_to_otherveg_17_native.png
loss_to_otherveg_18,loss_to_otherveg,1,2,733556.5,4050780.75,2577.780029296875,921.3031650878127,4078.9732160903995,1346.4691000009127,1288,812,0.24014954775534808,0.3125,2,2,0.00013660269107301413,0.0,0.10409125059763677,0.0637934567310976,0.3773093521595001,0.3745446503162384,0.13290996849536896,0.12399797886610031,0.0,0.0,0.0,crops/loss_to_otherveg_18.png,crops_native/loss_to_otherveg_18_native.png
loss_to_otherveg_19,loss_to_otherveg,1,2,733198.5,4051297.75,2398.580078125,482.2559025917104,1352.062674269123,2383.526647165514,771,454,0.12570621842887933,nan,2,2,0.044190970562120076,0.056690116795300866,0.059080663889078615,0.04282494365138993,0.38327351212501526,0.3846909999847412,0.09919583052396774,0.09937135130167007,-1.0,0.0,1.0,crops/loss_to_otherveg_19.png,crops_native/loss_to_otherveg_19_native.png
loss_to_otherveg_20,loss_to_otherveg,1,2,733517.5,4051445.75,2488.52001953125,827.0618980633114,1005.5661270298533,1727.2510749795895,623,773,0.21558434651274969,0.5625,2,2,6.830134553650706e-05,0.0,0.3219725428590943,0.3225189536233864,0.38685911893844604,0.3773958384990692,0.032609064131975174,0.05818469822406769,0.0,1.0,1.0,crops/loss_to_otherveg_20.png,crops_native/loss_to_otherveg_20_native.png
loss_to_otherveg_21,loss_to_otherveg,1,2,732956.5,4051044.75,2439.989990234375,260.5549441087654,4488.82019397735,2170.7390088639995,1024,212,0.0679170053509759,nan,2,2,0.11187760398879858,0.13605628030872208,0.03845365753705348,0.06222252578375794,0.3734090030193329,0.3784617781639099,0.07489869743585587,0.0653706043958664,0.0,1.0,1.0,crops/loss_to_otherveg_21.png,crops_native/loss_to_otherveg_21_native.png
loss_to_otherveg_22,loss_to_otherveg,1,2,733182.5,4051295.75,2391.110107421875,467.4252839920864,1335.5032333675258,2466.7152776593284,773,438,0.12184042648916284,nan,2,2,0.004439587459872959,0.0024588484393142547,0.004712792842018988,0.0,0.3861370086669922,0.38479697704315186,0.08159241825342178,0.08949048817157745,-1.0,0.0,1.0,crops/loss_to_otherveg_22.png,crops_native/loss_to_otherveg_22_native.png
loss_to_otherveg_23,loss_to_otherveg,1,2,733181.5,4050962.75,2445.4599609375,497.0380302621722,4084.6525260201433,1973.5481784467559,1106,437,0.129559370582747,0.125,2,2,0.20920702137832115,0.2781913803701933,0.17635407417526125,0.10450105867085581,0.38056084513664246,0.38539692759513855,0.10302536189556122,0.1487388163805008,-1.0,0.0,1.0,crops/loss_to_otherveg_23.png,crops_native/loss_to_otherveg_23_native.png
loss_to_otherveg_24,loss_to_otherveg,1,2,733233.5,4051134.75,2395.72998046875,504.83494204741714,2682.45062315314,2350.1856301447747,934,489,0.13159173616019126,nan,2,2,0.012430844887644286,0.004166382077726931,0.11863943719691278,0.12301072331124924,0.37910205125808716,0.37959396839141846,0.2838602066040039,0.26952749490737915,-1.0,0.0,1.0,crops/loss_to_otherveg_24.png,crops_native/loss_to_otherveg_24_native.png
loss_to_otherveg_25,loss_to_otherveg,1,2,733130.5,4051251.75,2364.18994140625,413.2770637570653,1644.8030143954206,2800.876567265209,817,386,0.10772599478637163,0.125,2,2,0.015982514855542654,0.00013660269107301413,0.017553445802882317,0.0015709309473396626,0.4028596878051758,0.4022330045700073,0.08566969633102417,0.09722734242677689,-1.0,1.0,1.4142135623730951,crops/loss_to_otherveg_25.png,crops_native/loss_to_otherveg_25_native.png
